idx,smiles
13984,CCN([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
13985,CCN([O-])CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
13986,FC(F)(F)C(=C(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
13987,FC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
13988,FC(F)(F)C(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
13989,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
13990,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F
13991,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
13992,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
13993,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
13994,CC(=C)C(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
13995,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O
13996,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C
13997,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
13998,FC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
13999,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C
14000,CCN(CC)C(F)(F)C(F)C(F)(F)F
14001,[Na+].[Na+].OP(O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
14002,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14003,CCCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14004,FC(F)(F)C(F)(F)C(F)(F)C(=O)N1C=CN=C1
14005,OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14006,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO
14007,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
14008,FC(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)C1(F)F
14009,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
14010,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O
14011,FC(F)(C(Cl)=O)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O
14012,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
14013,FC1(F)C(F)(F)C(F)(F)C(F)(Cl)C(F)(F)C1(F)F
14014,FC1(F)C(Cl)=C(Cl)C(F)(F)C(F)(F)C1(F)F
14015,COC1=C(Cl)C(F)(F)C(F)(F)C1(F)F
14016,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS
14017,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS
14018,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O
14019,FC(F)=C(F)OC(F)(F)OC(F)(F)C(F)(F)F
14020,[O-][N+](=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14021,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O
14022,FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C
14023,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14024,NC(=O)C(F)(F)C(F)(F)F
14025,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F
14026,FC(F)(F)C(F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
14027,FC(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
14028,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
14029,CC(=O)C(F)(F)C(F)(F)C(F)(F)F
14030,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl
14031,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14032,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14033,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14034,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
14035,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F
14036,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14037,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14038,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(N)=O
14039,FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
14040,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CO
14041,FC1=C(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
14042,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F
14043,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F
14044,OCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1
14045,FC(F)(F)C(F)(F)C(F)(F)CNCC(F)(F)C(F)(F)C(F)(F)F
14046,COC(=O)C(F)(F)C(F)(F)C(F)(F)F
14047,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)F
14048,FC(F)(F)C(F)(F)C(F)(F)C(=O)OC=C
14049,FC(F)(F)C(F)(F)COC(=O)C=C
14050,FC(F)=C(F)C(F)(F)C(F)(F)F
14051,FC(F)(F)C(F)(F)N(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
14052,FC(=C(F)C(F)(F)F)C(F)(F)F
14053,CC(=C)C(=O)OCC(F)(F)C(F)C(F)(F)F
14054,[Ba++].CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F.CC(C)(C)C([O-])=CC(=O)C(F)(F)C(F)(F)C(F)(F)F
14055,OP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14056,CC(O)C(F)(F)C(F)(F)F
14057,CC(=O)C(F)(F)C(F)(F)F
14058,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F
14059,FC(F)(F)C1(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(C(F)(F)F)C1(F)F
14060,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C1(F)F
14061,NCC(F)(F)C(F)(F)C(F)(F)F
14062,FC(F)(F)C(F)(F)C(F)(F)C#N
14063,FC(F)(F)C(F)(F)C(F)(F)C=O
14064,CC(O)C(F)(F)C(F)(F)C(F)(F)F
14065,FC(F)(F)C(F)(F)C(F)(F)C(Cl)=O
14066,NC(=N)C(F)(F)C(F)(F)C(F)(F)F
14067,FC(F)(F)C(Cl)(Cl)C(Cl)(Cl)C(F)(F)F
14068,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
14069,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14070,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14071,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F
14072,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(O)=O
14073,FC1(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
14074,FC(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C
14075,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F
14076,OCC(F)(F)C(F)(F)C(F)(F)CO
14077,FC(F)C(F)(F)C(F)(F)C(F)F
14078,OC(=O)C(F)(F)C(F)(F)C(O)=O
14079,OCC1CC(F)(F)C1(F)F
14080,COC(=O)C(F)(F)C(F)(F)F
14081,FC(F)(F)C(=C)C(F)(F)F
14082,CCC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14083,FC(F)=C(F)C(=C(F)F)C(F)(F)F
14084,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14085,CC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14086,COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
14087,FC(F)Cl.FC(F)(F)C(F)(F)Cl
14088,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C(F)(F)F
14089,FC1(F)C(F)(F)C(F)(F)C(F)(COC(=O)C=C)C(F)(F)C1(F)F
14090,FC(F)C(F)(F)OCC(F)(F)F
14091,FC(=O)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F
14092,[H][N+]([H])([H])[H].[H]N([H])S(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C([O-])=O)C(F)(F)F
14093,OCCN(CCO)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14094,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14095,[Na+].[O-]S(=O)(=O)C1=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=CC=C1
14096,NCC(F)(F)C(F)(F)F
14097,OCC(F)(F)C(F)(F)F
14098,OC(O)C(F)(F)C(F)(F)F
14099,FC(F)(F)C(F)(F)C(F)(F)Br
14100,[O-][N+](=O)C1=CC2=C(C=C1)N=C(N2)C(F)(F)C(F)(F)F
14101,FC(F)(F)C(F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
14102,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14103,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14104,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14105,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(Cl)(=O)=O
14106,CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
14107,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14108,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14109,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC=C
14110,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC
14111,FC(F)(F)C(F)(F)C(F)(F)COC(=O)C=C
14112,FC(=O)C(F)(F)C(F)(F)OC(F)(F)F
14113,COC(F)(F)C(F)F
14114,CCOC(=O)C(F)(F)C(F)(F)F
14115,FC(F)C(F)C(F)(F)F
14116,CC(=C)C(=O)OCC(F)(F)C(F)F
14117,CC(=C)C(=O)OCC(F)(F)C(F)(F)F
14118,OS(=O)(=O)C(F)(F)C(F)F
14119,Cl.FC(F)C(F)(F)COC1=CC=CC(CNCCC2=CNC3=C2C=CC(F)=C3)=C1
14120,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14121,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14122,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C
14123,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
14124,NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NN
14125,OCCCCCCCCCSCCCC(F)(F)C(F)(F)F
14126,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)=C
14127,C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(O)=O
14128,[Na+].CN(CC([O-])=O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14129,CN(CCO)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14130,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O
14131,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=O
14132,CCCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14133,[Cl-].C[N+](C)(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14134,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)CC1CO1
14135,FC(C(F)(F)F)C(F)(F)COC(=O)C=C
14136,CC(C)(C)C1=C(F)C(F)=C(C(F)=C1F)C(C)(C)C
14137,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN1C(=O)OC(=O)C2=CC=CC=C12
14138,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC=C(COC(=O)ON2C(=O)CCC2=O)C=C1
14139,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC=C(COC(=O)ON2C(=O)CCC2=O)C=C1
14140,OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(O)=O
14141,OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(O)=O
14142,FC(F)(F)C(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F
14143,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C
14144,FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F
14145,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C
14146,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14147,FC1=C(F)C(F)(F)C(F)(F)C1(F)F
14148,FC(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C1=CC=CS1
14149,FC(F)(F)C(F)(F)C(F)(F)C(=O)NCC1=CC=CC=C1
14150,OC(=O)C(C(F)(F)F)C(F)(F)F
14151,CC1=CC=C(C=C1)S(=O)(=O)OCC(F)(F)C(F)(F)F
14152,[I-].C[N+](C)(C)CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14153,OC(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1
14154,CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14155,FC(C(F)(F)F)C(F)(F)OCC=C
14156,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
14157,[I-].C[N+](C)(C)CCCNS(=O)(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1
14158,FC(OC1=CC=C(C=C1)S(Cl)(=O)=O)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14159,[Na+].[O-]S(=O)(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1
14160,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F
14161,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)NCCOC(=O)C=C
14162,NCC1=CC=C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1
14163,FC(F)=C(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F
14164,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C)(F)F
14165,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N
14166,COC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
14167,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(Cl)=O
14168,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(Cl)=O
14169,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCl
14170,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
14171,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C1(F)F
14172,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N
14173,FC(F)(F)C(F)(F)S(Cl)(=O)=O
14174,CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
14175,FC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
14176,FC(F)(F)C(F)(Cl)C(F)(F)Cl
14177,FC(F)(Cl)C(F)(F)C(F)(F)Cl
14178,NC(=O)C(F)(F)C(F)(F)C(F)(F)F
14179,CCOC(=O)CC(=O)C(F)(F)C(F)(F)F
14180,FC(F)(F)C(F)(F)C(F)(F)C(Cl)(C(F)(F)F)C(F)(F)F
14181,FC(F)C(F)(F)C(F)(F)OC(F)(F)F
14182,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14183,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O
14184,FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C=C
14185,FC(F)(C(Cl)=O)C(F)(F)C(F)(F)C(Cl)=O
14186,FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)COC(=O)C=C
14187,OCCCC(F)(F)C(F)(F)C(F)(F)F
14188,FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O
14189,COC(=O)C(F)(C(F)(F)F)C(F)(F)F
14190,FC(F)(F)C(F)(F)C(F)(F)C(F)(I)C(F)(F)F
14191,[H]N(C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(N([H])C(=O)OC(C)COC(=O)C(C)=C)=C(C)C=C1
14192,[H]N(C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1=CC(N([H])C(=O)OC(C)COC(=O)C(C)=C)=C(C)C=C1
14193,FC(F)(F)C(F)(F)C(=O)C(F)(F)C(F)(F)F
14194,FC(F)=C(F)C(F)=C(F)F
14195,C1CCOC1.OC(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F
14196,FC(F)=CC(F)(F)F
14197,OC(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F
14198,FC1=C(F)C(F)(F)C1(F)F
14199,FC1(F)OS(=O)(=O)C1(F)F
14200,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C#N)C(F)(F)F
14201,FC1(F)C(=O)OC(=O)C1(F)F
14202,FC(F)=C(F)OC(F)(F)OC(F)(F)F
14203,FC(F)(F)C(F)(F)C(=O)N1C=CN=C1
14204,CCOP(CC)OCC.FC(F)(F)C(F)(F)C(F)(F)I
14205,FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F
14206,FC(F)(F)C(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
14207,FC(F)(F)C1(F)OC(F)(F)C(F)(OC1=O)C(F)(F)F
14208,FC(F)(OCC=C)C(F)(F)S(F)(=O)=O
14209,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
14210,FC(F)C(F)(F)COC(=O)C=C
14211,CN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F
14212,FC(F)(F)C(F)(CC1CO1)C(F)(F)F
14213,[Na+].CCN(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14214,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14215,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CO
14216,FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14217,OCCC(F)(F)C(F)(F)C(F)(F)F
14218,OC(=O)C(F)(F)C(F)F
14219,OCC(F)(F)C(F)F
14220,OCC(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
14221,FC(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14222,OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F
14223,FC(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)OC(F)(F)C(F)(F)C1(F)F
14224,OC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F
14225,OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14226,[Na+].[H]N(CCCN(C)CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14227,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14228,FC(=O)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)Cl
14229,FC(F)(F)C(F)(C(=O)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
14230,FC(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F
14231,[Na+].[O-]S(=O)(=O)SCCNC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14232,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14233,COC(=O)C(CC=C)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
14234,FC(F)(F)C(F)(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F
14235,FC(=C(CC=C)C(F)(F)F)C(F)(F)C(F)(F)F
14236,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C
14237,FC1(F)C(F)(F)S(=O)(=O)NS(=O)(=O)C1(F)F
14238,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN1C(=O)C=CC1=O
14239,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN1C(=O)C=CC1=O
14240,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(=O)ON1C(=O)CCC1=O
14241,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCNC(=O)CI
14242,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN=[N+]=[N-]
14243,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCN=[N+]=[N-]
14244,[Na+].[O-]S(=O)(=O)C1=CC=C(OC(F)(C(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F)C=C1
14245,[Na+].[O-]S(=O)(=O)C1=CC=C(OC(=C(C(F)(F)F)C(F)(F)F)C(F)(F)C(F)(F)F)C=C1
14246,FC(F)C(F)(F)OCC1CO1
14247,CCOCCOC(F)(F)C(F)F
14248,[Na+].CN(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCS([O-])(=O)=O
14249,[K+].CCCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14250,FC(C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F
14251,FC(F)(F)C(F)(Cl)C(F)(Cl)C(F)(C(F)(F)F)C(F)(F)F
14252,FC(F)(F)C(F)(OC(F)(Cl)C(F)(F)Cl)C(F)(F)F
14253,FC(F)=C(F)OC(F)(F)C(F)(F)Br
14254,FC(F)(F)C(F)(F)C1=NC(=NC(=N1)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
14255,NCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
14256,OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F
14257,OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl
14258,FC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F
14259,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
